trr_id,weapon_type,weapon_type_description,firearm_make,firearm_model,firearm_barrel_length,firearm_caliber,total_number_of_shots,firearm_reloaded,number_of_catdridge_reloaded,handgun_worn_type,handgun_drawn_type,method_used_to_reload,sight_used,protective_cover_used,discharge_distance,object_struck_of_discharge,discharge_position
52855,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
52869,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
52875,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
52877,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
52882,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
52903,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
52907,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
52922,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
52923,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
52924,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
52931,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
52962,SEMI-AUTO PISTOL,,"STURM, RUGER & CO. (BEARCAT,BLACKHAWK,SPEED SIX)",P97,4,45 CAL,1.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,D N A,Yes,D N A,0-5FT,OBJECT,STANDING
52963,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
52995,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53023,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53030,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53033,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53034,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53036,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53039,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53043,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53049,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53064,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5943,5, 9 MM,2.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,PARKED CAR,05-10FT,UNKNOWN,STANDING
53065,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53067,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53100,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53102,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53103,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53110,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53112,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53115,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53121,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53127,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53148,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53151,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53153,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53154,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53154,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53159,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53163,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53165,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53168,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53190,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53191,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53192,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53199,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53205,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53207,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53209,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53226,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53227,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53233,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53237,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53240,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53241,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53242,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53245,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53247,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53249,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53254,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53267,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53277,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53278,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53282,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53283,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53291,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53298,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53314,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53325,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53330,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53341,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53343,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53351,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53365,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53379,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53381,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53387,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53388,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53397,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53399,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53401,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53409,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53436,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53443,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P226,4.5, 9 MM,9.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,OBJECT,STANDING
53449,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53457,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53465,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53471,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",22,4.4,40 S&W,4.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,No,DNA,0-5FT,PERSON,STANDING
53473,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53479,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53485,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53493,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53494,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53499,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P226,4.4, 9 MM,7.0,No,0.0,LEFT SIDE (WAIST),STRONG SIDE DRAW,,Yes,POLICE VEHICLE,05-10FT,PERSON,SITTING
53501,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P226,4.4, 9 MM,2.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,POLICE VEHICLE,OVER 15FT,PERSON,SITTING
53503,SEMI-AUTO PISTOL,,SPRINGFIELD ARMS CO.--US--(NAME USED BY CRESCENT),XD,4 INCH,45 CAL,6.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,DNA,05-10FT,PERSON,STANDING
53505,SEMI-AUTO PISTOL,,SPRINGFIELD ARMORY M1A,XD45,4,45 CAL,2.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,05-10FT,PERSON,STANDING
53513,SEMI-AUTO PISTOL,,SPRINGFIELD ARMORY M1A,XD45,4,45 CAL,3.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,05-10FT,OBJECT,STANDING
53515,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",22,5,40 S&W,4.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,05-10FT,UNKNOWN,STANDING
53529,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53535,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53547,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53548,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53553,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53563,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53577,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53579,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53581,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53585,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53589,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53597,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53600,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53607,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53616,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53617,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53620,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53626,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53634,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53645,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53670,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53675,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53685,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53694,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53695,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53717,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53733,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53746,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53755,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53765,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53772,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53775,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53781,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53791,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53801,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53803,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53812,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53816,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53823,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",17,4.9, 9 MM,2.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,No,NONE,05-10FT,UNKNOWN,OTHER (SPECIFY)
53832,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P229,4, 9 MM,5.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,SQUAD CAR DOOR,10-15FT,BOTH,STANDING
53833,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53839,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53840,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53845,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53849,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",30,3.8,45 CAL,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,SQUAD CAR,OVER 15FT,UNKNOWN,SITTING
53850,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",6946,3.5, 9 MM,5.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,MOVEMENT,10-15FT,UNKNOWN,STANDING
53851,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53854,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53865,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53867,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53889,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53911,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
53913,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53915,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53931,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
53964,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P229,4, 9 MM,14.0,No,14.0,OTHER (SPECIFY),OTHER (SPECIFY),DNA,No,DNA,05-10FT,PERSON,STANDING
53965,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54005,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54009,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54016,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54033,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54041,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5943,4, 9 MM,7.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,10-15FT,PERSON,STANDING
54042,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",5946,5, 9 MM,6.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,10-15FT,UNKNOWN,STANDING
54043,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",22,4.5,40 S&W,8.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,VEHICLE,05-10FT,PERSON,STANDING
54044,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P226,"4""", 9 MM,5.0,No,,LEFT SIDE (WAIST),STRONG SIDE DRAW,,Yes,SHIELDING,05-10FT,PERSON,STANDING
54045,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P226,4.4, 9 MM,1.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,05-10FT,UNKNOWN,STANDING
54047,SEMI-AUTO PISTOL,,SPRINGFIELD ARMORY M1A,XD45,4,45 CAL,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,05-10FT,UNKNOWN,SITTING
54048,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P226,4, 9 MM,2.0,No,,LEFT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,05-10FT,UNKNOWN,LYING DOWN
54058,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54063,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54069,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54071,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54077,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54078,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54079,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54092,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54095,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54105,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54111,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54122,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54123,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54127,SHOTGUN,,REMINGTON ARMS CO. INC.,870,20,12 GA,1.0,No,0.0,OTHER (SPECIFY),OTHER (SPECIFY),,Yes,,0-5FT,OBJECT,STANDING
54129,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54132,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54133,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54138,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54143,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54155,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54170,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54191,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54197,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54199,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54213,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54224,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54235,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54263,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54272,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54281,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54290,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54304,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54319,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54321,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54338,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54342,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54357,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54362,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54365,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54371,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54379,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54385,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54389,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54395,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54398,REVOLVER,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",642,2, 38 CAL,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,OBJECT,SITTING
54399,REVOLVER,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",642,2, 38 CAL,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,OBJECT,SITTING
54405,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54421,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54434,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54435,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54441,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P220,4, 45 ACP,2.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,05-10FT,OBJECT,LYING DOWN
54443,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P226,4.4, 9 MM,2.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,Yes,NONE,0-5FT,OBJECT,KNEELING
54459,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54482,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54483,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54484,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54490,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54511,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54518,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54519,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54520,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54521,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54527,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54537,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54541,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54557,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54574,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54575,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54576,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54583,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54594,SEMI-AUTO PISTOL,,"SMITH & WESSON  -US- (BODYGUARD,CHIEF SPECIAL)",6946,3.5, 9 MM,1.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,GROUND,0-5FT,OBJECT,STANDING
54599,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54601,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54604,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54612,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54624,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54632,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54634,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54648,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54649,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P226,4.4, 9 MM,1.0,No,1.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,TOPPED OFF IN STATION,Yes,NONE,OVER 15FT,UNKNOWN,STANDING
54677,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54684,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54695,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54708,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54708,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54715,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54718,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54733,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54735,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54737,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54789,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P220,4.4,45 CAL,3.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,PERSON,STANDING
54790,SEMI-AUTO PISTOL,,SIG/S. I. G./SWISS INDUSTRIAL GESELLSCHAFT   --SZ--,P229,3.9, 9 MM,3.0,No,,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,No,NONE,0-5FT,PERSON,STANDING
54795,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54797,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54801,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54805,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54806,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54817,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54825,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54831,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54833,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54834,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54849,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54855,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54859,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54861,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54871,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54882,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54883,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54888,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54912,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54913,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54919,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54923,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54950,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54955,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54959,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54968,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54969,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54971,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54973,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54974,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
54987,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
54989,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
55027,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
55035,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
55051,RIFLE,,,LAR 15,16,,1.0,No,0.0,,,,No,NONE,,,
55060,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
55066,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
55073,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
55078,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
55084,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
55085,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
55086,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
55088,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
55110,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
55111,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
55114,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
55119,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
55129,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
55131,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
55137,SEMI-AUTO PISTOL,,"GLOCK, INC.--AU--",30SF,3.78,45 CAL,1.0,No,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,DNA,Yes,NONE,05-10FT,UNKNOWN,STANDING
55143,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
55151,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
55160,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
55164,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
55168,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
55171,CHEMICAL WEAPON,,,,,,,,,,,,,,,,
55175,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
55179,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
55190,TASER (PROBE DISCHARGE),,,,,,,,,,,,,,,,
