trr_id,weapon_type,firearm_caliber,weapon_description
45733,FIREARM - REVOLVER,22 SHORT,
45742,HANDS/FISTS,,
45746,HANDS/FISTS,,
45746,VERBAL THREAT (ASSAULT),,
45749,HANDS/FISTS,,
45749,VERBAL THREAT (ASSAULT),,
45751,HANDS/FISTS,,
45764,FEET,,
45764,HANDS/FISTS,,
45766,OTHER (SPECIFY),,"HEAD STRIKE/"" HEAD-BUTT"""
45769,FEET,,
45772,HANDS/FISTS,,
45773,HANDS/FISTS,,
45775,HANDS/FISTS,,
45779,HANDS/FISTS,,
45782,"MOUTH (SPIT,BITE,ETC)",,
45788,OTHER (SPECIFY),,USED BODY
45790,HANDS/FISTS,,
45793,HANDS/FISTS,,
45795,HANDS/FISTS,,
45798,BLUNT INSTRUMENT,,GLASS BOTTLE
45798,VERBAL THREAT (ASSAULT),,
45799,FEET,,
45799,VERBAL THREAT (ASSAULT),,
45801,FEET,,
45801,VERBAL THREAT (ASSAULT),,
45803,HANDS/FISTS,,
45809,HANDS/FISTS,,
45823,FEET,,
45823,HANDS/FISTS,,
45823,OTHER (SPECIFY),,REFUSED TO BE CUFFED
45823,VERBAL THREAT (ASSAULT),,
45825,HANDS/FISTS,,
45827,FIREARM - REVOLVER,32 CAL,
45829,FIREARM - REVOLVER,32 CAL,H&R 
45835,HANDS/FISTS,,
45835,OTHER (SPECIFY),,PUSHED AWAY AND FLAILED ARMS
45836,OTHER (SPECIFY),,PUSHED AWAY AND SWUNG ARMS
45838,HANDS/FISTS,,
45844,HANDS/FISTS,,
45845,VEHICLE - OFFICER STRUCK WITH VEHICLE,,
45846,HANDS/FISTS,,
45847,HANDS/FISTS,,
45847,OTHER (SPECIFY),,CAKE
45853,FEET,,
45853,HANDS/FISTS,,
45853,VERBAL THREAT (ASSAULT),,
45854,BLUNT INSTRUMENT,,LARGE ORANGE CONSTRUCTION CONE
45854,FEET,,
45854,HANDS/FISTS,,
45854,VERBAL THREAT (ASSAULT),,
45855,OTHER (SPECIFY),,PARKING CONE
45857,FEET,,
45861,OTHER (SPECIFY),,ELBOW
45869,HANDS/FISTS,,
45869,"MOUTH (SPIT,BITE,ETC)",,
45869,OTHER (SPECIFY),,STRUCK/BIT P.O. A. UGARTE #15050
45871,HANDS/FISTS,,
45871,OTHER (SPECIFY),,VEHICLE DOOR
45873,HANDS/FISTS,,
45875,OTHER (SPECIFY),,CLINCHED FISTS
45877,KNIFE/OTHER CUTTING INSTRUMENT,,
45878,VERBAL THREAT (ASSAULT),,
45879,VERBAL THREAT (ASSAULT),,
45888,VERBAL THREAT (ASSAULT),,
45889,HANDS/FISTS,,
45889,VERBAL THREAT (ASSAULT),,
45891,OTHER (SPECIFY),,ELBOW
45895,VERBAL THREAT (ASSAULT),,
45897,FEET,,
45897,OTHER (SPECIFY),,LEGS
45897,VERBAL THREAT (ASSAULT),,
45899,FEET,,
45899,HANDS/FISTS,,
45899,OTHER (SPECIFY),,FORCED INTO BROKEN GLASS DOOR
45901,HANDS/FISTS,,
45906,HANDS/FISTS,,
45907,OTHER (SPECIFY),,SPIT IN R/O'S EYES AND FACE
45909,HANDS/FISTS,,
45909,OTHER (SPECIFY),,BODY
45911,OTHER (SPECIFY),,ACTIONS
45912,FEET,,
45912,HANDS/FISTS,,
45913,FEET,,
45913,HANDS/FISTS,,
45919,FEET,,
45919,HANDS/FISTS,,
45921,FEET,,
45921,HANDS/FISTS,,
45927,FEET,,
45927,HANDS/FISTS,,
45933,FEET,,
45933,HANDS/FISTS,,
45936,HANDS/FISTS,,
45936,VERBAL THREAT (ASSAULT),,
45937,FEET,,
45937,VERBAL THREAT (ASSAULT),,
45941,FEET,,
45942,FEET,,
45942,HANDS/FISTS,,
45945,OTHER (SPECIFY),,STRUGGLE WHILE PLACCING ARRESTEE INTO CUSTODY
45953,"MOUTH (SPIT,BITE,ETC)",,
45957,HANDS/FISTS,,
45958,FEET,,
45958,HANDS/FISTS,,
45959,FEET,,
45959,HANDS/FISTS,,
45961,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
45963,HANDS/FISTS,,
45963,VERBAL THREAT (ASSAULT),,
45966,FEET,,
45966,HANDS/FISTS,,
45966,VERBAL THREAT (ASSAULT),,
45969,HANDS/FISTS,,
45969,VERBAL THREAT (ASSAULT),,
45970,VERBAL THREAT (ASSAULT),,
45971,HANDS/FISTS,,
45973,OTHER (SPECIFY),,KNIFE
45974,FIREARM - SEMI-AUTOMATIC, 9 MM,
45975,VERBAL THREAT (ASSAULT),,
45979,HANDS/FISTS,,
45981,HANDS/FISTS,,
45981,VERBAL THREAT (ASSAULT),,
45983,HANDS/FISTS,,
45983,OTHER (SPECIFY),,FLAILED ARMS
45997,OTHER (SPECIFY),,STRIKING OFFICER WITH AN ELBOW
45999,BLUNT INSTRUMENT,,BASEBALL BAT
45999,OTHER (SPECIFY),,BASEBALL BAT
45999,VERBAL THREAT (ASSAULT),,
46001,VERBAL THREAT (ASSAULT),,
46003,HANDS/FISTS,,
46003,OTHER (SPECIFY),,DOOR
46005,HANDS/FISTS,,
46007,HANDS/FISTS,,
46009,HANDS/FISTS,,
46013,VERBAL THREAT (ASSAULT),,
46015,HANDS/FISTS,,
46015,VERBAL THREAT (ASSAULT),,
46021,VERBAL THREAT (ASSAULT),,
46023,HANDS/FISTS,,
46023,VERBAL THREAT (ASSAULT),,
46024,VERBAL THREAT (ASSAULT),,
46029,VERBAL THREAT (ASSAULT),,
46043,OTHER (SPECIFY),,ATTEMPTED TO DEFEAT ARREST BY FLINGING HIS ARMS.
46045,OTHER (SPECIFY),,OFFENDER FLUNG ARMS TRYING TO DEFEAT ARREST
46047,HANDS/FISTS,,
46050,HANDS/FISTS,,
46059,FIREARM - REVOLVER,UNKNOWN,
46065,FIREARM - REVOLVER,UNKNOWN,
46066,FIREARM - REVOLVER,UNKNOWN,
46069,HANDS/FISTS,,
46069,VERBAL THREAT (ASSAULT),,
46071,FEET,,
46073,VERBAL THREAT (ASSAULT),,
46082,FEET,,
46082,"MOUTH (SPIT,BITE,ETC)",,
46083,FEET,,
46083,HANDS/FISTS,,
46083,"MOUTH (SPIT,BITE,ETC)",,
46089,OTHER (SPECIFY),,ARM BACK/CLENCHED FIST
46089,VERBAL THREAT (ASSAULT),,
46091,OTHER (SPECIFY),,MACE
46091,OTHER (SPECIFY),,O.C CHEMICAL SPRAY
46095,OTHER (SPECIFY),,O.C SPRAY
46095,OTHER (SPECIFY),,O.C. SPRAY
46097,KNIFE/OTHER CUTTING INSTRUMENT,,
46099,"MOUTH (SPIT,BITE,ETC)",,
46101,"MOUTH (SPIT,BITE,ETC)",,
46103,"MOUTH (SPIT,BITE,ETC)",,
46107,"MOUTH (SPIT,BITE,ETC)",,
46109,HANDS/FISTS,,
46109,OTHER (SPECIFY),,ELBOWS
46113,OTHER (SPECIFY),,VEHICLE 
46113,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
46113,VEHICLE - OFFICER STRUCK WITH VEHICLE,,
46115,HANDS/FISTS,,
46116,HANDS/FISTS,,
46117,OTHER (SPECIFY),,RAISED VEHICLE WINDOW ON OFFICER'S ARM
46119,BLUNT INSTRUMENT,,
46119,OTHER (SPECIFY),,SUBJECT ARMED WITH SHOVEL
46120,OTHER (SPECIFY),,CAME AT OFFICER W/SHOVEL
46120,OTHER (SPECIFY),,SHOVEL
46121,FEET,,
46121,HANDS/FISTS,,
46121,VERBAL THREAT (ASSAULT),,
46122,VERBAL THREAT (ASSAULT),,
46123,HANDS/FISTS,,
46123,VERBAL THREAT (ASSAULT),,
46128,"MOUTH (SPIT,BITE,ETC)",,
46129,"MOUTH (SPIT,BITE,ETC)",,
46131,VEHICLE - OFFICER STRUCK WITH VEHICLE,,
46132,FEET,,
46132,HANDS/FISTS,,
46132,OTHER (SPECIFY),,THREW BLEACH ON ROS
46132,VERBAL THREAT (ASSAULT),,
46133,FEET,,
46133,HANDS/FISTS,,
46133,OTHER (SPECIFY),,BLEACH THROWN AT R/O'S
46133,VERBAL THREAT (ASSAULT),,
46135,FIREARM - REVOLVER, 38 CAL,
46136,FIREARM - REVOLVER, 38 CAL,
46138,FIREARM - REVOLVER,22 LR,
46138,OTHER (SPECIFY),,LEFT ELBOW
46140,FIREARM - SEMI-AUTOMATIC, 9 MM,
46141,FIREARM - REVOLVER,22 LR,
46147,OTHER (SPECIFY),,SCREWDRIVER
46155,OTHER (SPECIFY),,TOOK AN AGGRESSIVE STANCE
46155,VERBAL THREAT (ASSAULT),,
46157,"MOUTH (SPIT,BITE,ETC)",,
46157,OTHER (SPECIFY),,CHARGED/ATT HEADBUTT
46157,VERBAL THREAT (ASSAULT),,
46159,"MOUTH (SPIT,BITE,ETC)",,
46159,OTHER (SPECIFY),,HEAD
46159,VERBAL THREAT (ASSAULT),,
46164,OTHER (SPECIFY),,PULLED R/O'S HAIR
46165,OTHER (SPECIFY),,PULLED R/O'S HAIR
46167,VERBAL THREAT (ASSAULT),,
46169,HANDS/FISTS,,
46177,HANDS/FISTS,,
46177,VERBAL THREAT (ASSAULT),,
46179,FIREARM - SEMI-AUTOMATIC,25 ACP,
46181,OTHER (SPECIFY),,SHOULDER STRIKE
46182,FIREARM - SEMI-AUTOMATIC,25 ACP,
46183,OTHER (SPECIFY),,DISPLAYED MACE
46183,OTHER (SPECIFY),,MACE
46187,HANDS/FISTS,,
46190,OTHER (SPECIFY),,ATTEMPTED TO HEAD BUTT R/O
46195,FEET,,
46195,HANDS/FISTS,,
46195,VERBAL THREAT (ASSAULT),,
46197,VERBAL THREAT (ASSAULT),,
46201,FEET,,
46201,HANDS/FISTS,,
46201,VERBAL THREAT (ASSAULT),,
46203,FEET,,
46204,VERBAL THREAT (ASSAULT),,
46207,OTHER (SPECIFY),,PUSHED OFFICER AWAY FROM OFFENDER
46209,VERBAL THREAT (ASSAULT),,
46215,FEET,,
46215,HANDS/FISTS,,
46215,VERBAL THREAT (ASSAULT),,
46216,FEET,,
46217,FEET,,
46217,HANDS/FISTS,,
46217,VERBAL THREAT (ASSAULT),,
46218,HANDS/FISTS,,
46218,VERBAL THREAT (ASSAULT),,
46219,HANDS/FISTS,,
46221,HANDS/FISTS,,
46221,VERBAL THREAT (ASSAULT),,
46228,HANDS/FISTS,,
46228,VERBAL THREAT (ASSAULT),,
46229,FEET,,
46229,VERBAL THREAT (ASSAULT),,
46231,HANDS/FISTS,,
46234,HANDS/FISTS,,
46240,FEET,,
46240,HANDS/FISTS,,
46242,OTHER (SPECIFY),UNKNOWN,UNKNOWN HANDGUN UNKNOWN CALIBER
46249,HANDS/FISTS,,
46253,HANDS/FISTS,,
46253,VERBAL THREAT (ASSAULT),,
46257,HANDS/FISTS,,
46257,VERBAL THREAT (ASSAULT),,
46258,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
46259,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
46260,FIREARM - SEMI-AUTOMATIC, 9 MM,
46260,HANDS/FISTS,,
46261,FIREARM - SEMI-AUTOMATIC, 9 MM,
46261,HANDS/FISTS,,
46263,OTHER (SPECIFY),,VEHICLE
46263,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
46264,OTHER (SPECIFY),,VEHICLE
46265,OTHER (SPECIFY),,STRUCK R/O'S VEHICLE WITH HIS VEHICLE
46265,OTHER (SPECIFY),,VEHICLE
46267,OTHER (SPECIFY),,OFFENDER STRUCK OFFICER'S VEHICLE WITH HIS VEHICLE
46268,OTHER (SPECIFY),,OFFENDER STRUCK OFFICERS VEHICLE WITH HIS VEHICLE
46268,OTHER (SPECIFY),,VEHICLE
46271,FEET,,
46275,VERBAL THREAT (ASSAULT),,
46287,VERBAL THREAT (ASSAULT),,
46291,HANDS/FISTS,,
46293,OTHER (SPECIFY),,SIMULATED WEAPON
46299,HANDS/FISTS,,
46301,OTHER (SPECIFY),,HOLDING BOTTLE OVER HEAD IN AGGRESSIVE MANNER
46301,VERBAL THREAT (ASSAULT),,
46309,HANDS/FISTS,,
46309,VERBAL THREAT (ASSAULT),,
46313,FIREARM - REVOLVER, 38 CAL,
46315,OTHER (SPECIFY),,ELBOW
46315,VERBAL THREAT (ASSAULT),,
46339,OTHER (SPECIFY),,PULLED HAIR
46345,HANDS/FISTS,,
46355,HANDS/FISTS,,
46357,FEET,,
46357,HANDS/FISTS,,
46357,VERBAL THREAT (ASSAULT),,
46358,FEET,,
46358,HANDS/FISTS,,
46358,VERBAL THREAT (ASSAULT),,
46359,FEET,,
46359,"MOUTH (SPIT,BITE,ETC)",,
46359,VERBAL THREAT (ASSAULT),,
46361,FEET,,
46361,HANDS/FISTS,,
46361,"MOUTH (SPIT,BITE,ETC)",,
46361,VERBAL THREAT (ASSAULT),,
46369,HANDS/FISTS,,
46375,VERBAL THREAT (ASSAULT),,
46377,OTHER (SPECIFY),,INFERRED GUN
46380,FIREARM - REVOLVER, 38 CAL,
46385,FIREARM - REVOLVER,357 MAG,
46387,VERBAL THREAT (ASSAULT),,
46393,HANDS/FISTS,,
46393,VERBAL THREAT (ASSAULT),,
46395,HANDS/FISTS,,
46395,VERBAL THREAT (ASSAULT),,
46399,FIREARM - SEMI-AUTOMATIC,380 ACP,
46401,HANDS/FISTS,,
46403,FEET,,
46403,HANDS/FISTS,,
46407,"MOUTH (SPIT,BITE,ETC)",,
46413,KNIFE/OTHER CUTTING INSTRUMENT,,
46417,FEET,,
46417,HANDS/FISTS,,
46418,FEET,,
46418,HANDS/FISTS,,
46418,VERBAL THREAT (ASSAULT),,
46419,HANDS/FISTS,,
46430,FIREARM - SEMI-AUTOMATIC,32 CAL,
46431,"MOUTH (SPIT,BITE,ETC)",,
46432,HANDS/FISTS,,
46432,"MOUTH (SPIT,BITE,ETC)",,
46432,VERBAL THREAT (ASSAULT),,
46433,FEET,,
46433,HANDS/FISTS,,
46433,VERBAL THREAT (ASSAULT),,
46434,FIREARM - SEMI-AUTOMATIC,32 CAL,
46435,FEET,,
46435,HANDS/FISTS,,
46435,VERBAL THREAT (ASSAULT),,
46436,FIREARM - SEMI-AUTOMATIC,32 CAL,
46437,VERBAL THREAT (ASSAULT),,
46439,FEET,,
46439,HANDS/FISTS,,
46439,"MOUTH (SPIT,BITE,ETC)",,
46439,VERBAL THREAT (ASSAULT),,
46442,HANDS/FISTS,,
46443,FEET,,
46443,HANDS/FISTS,,
46443,"MOUTH (SPIT,BITE,ETC)",,
46443,VERBAL THREAT (ASSAULT),,
46447,FEET,,
46462,OTHER (SPECIFY),,WHOLE BODY
46465,HANDS/FISTS,,
46468,HANDS/FISTS,,
46468,VERBAL THREAT (ASSAULT),,
46471,HANDS/FISTS,,
46471,"MOUTH (SPIT,BITE,ETC)",,
46475,FIREARM - REVOLVER,22 LR,
46475,HANDS/FISTS,,
46481,VERBAL THREAT (ASSAULT),,
46483,HANDS/FISTS,,
46487,HANDS/FISTS,,
46489,HANDS/FISTS,,
46489,OTHER (SPECIFY),,GRABBED OFFICERS ARM
46493,KNIFE/OTHER CUTTING INSTRUMENT,,
46493,OTHER (SPECIFY),,ELBOW
46497,FIREARM - SEMI-AUTOMATIC,40 S&W,
46511,HANDS/FISTS,,
46512,HANDS/FISTS,,
46513,FEET,,
46513,HANDS/FISTS,,
46515,HANDS/FISTS,,
46515,VERBAL THREAT (ASSAULT),,
46526,HANDS/FISTS,,
46527,HANDS/FISTS,,
46527,VERBAL THREAT (ASSAULT),,
46543,KNIFE/OTHER CUTTING INSTRUMENT,,
46544,KNIFE/OTHER CUTTING INSTRUMENT,,
46545,HANDS/FISTS,,
46545,KNIFE/OTHER CUTTING INSTRUMENT,,"16 WIFE WITH A ""12"" BLADE"
46551,OTHER (SPECIFY),,HEAD
46555,HANDS/FISTS,,
46561,HANDS/FISTS,,
46563,HANDS/FISTS,,
46563,VERBAL THREAT (ASSAULT),,
46565,HANDS/FISTS,,
46565,VERBAL THREAT (ASSAULT),,
46567,HANDS/FISTS,,
46572,FEET,,
46572,VERBAL THREAT (ASSAULT),,
46573,FEET,,
46573,HANDS/FISTS,,
46573,VERBAL THREAT (ASSAULT),,
46574,HANDS/FISTS,,
46580,HANDS/FISTS,,
46580,OTHER (SPECIFY),,HANDS / SCRATCHING
46585,VERBAL THREAT (ASSAULT),,
46587,OTHER (SPECIFY),,TICKET THROWN
46587,VERBAL THREAT (ASSAULT),,
46591,KNIFE/OTHER CUTTING INSTRUMENT,,
46592,KNIFE/OTHER CUTTING INSTRUMENT,,
46593,HANDS/FISTS,,
46593,VERBAL THREAT (ASSAULT),,
46601,VERBAL THREAT (ASSAULT),,
46602,KNIFE/OTHER CUTTING INSTRUMENT,,
46603,HANDS/FISTS,,
46604,HANDS/FISTS,,
46607,KNIFE/OTHER CUTTING INSTRUMENT,,
46615,FIREARM - REVOLVER, 38 CAL,
46619,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
46627,HANDS/FISTS,,
46627,VERBAL THREAT (ASSAULT),,
46632,OTHER (SPECIFY),,ELBOWED ABOUT BODY
46632,VERBAL THREAT (ASSAULT),,
46642,KNIFE/OTHER CUTTING INSTRUMENT,,
46645,KNIFE/OTHER CUTTING INSTRUMENT,,
46646,KNIFE/OTHER CUTTING INSTRUMENT,,
46647,KNIFE/OTHER CUTTING INSTRUMENT,,
46649,HANDS/FISTS,,
46649,VERBAL THREAT (ASSAULT),,
46651,HANDS/FISTS,,
46651,VERBAL THREAT (ASSAULT),,
46656,OTHER (SPECIFY),,ELBOW
46661,OTHER (SPECIFY),,BELT WITH LARGE BUCKLE
46673,FEET,,
46673,HANDS/FISTS,,
46674,HANDS/FISTS,,
46675,HANDS/FISTS,,
46677,HANDS/FISTS,,
46677,OTHER (SPECIFY),,KNEE
46678,OTHER (SPECIFY),,CLINCHED FISTS
46684,HANDS/FISTS,,
46693,HANDS/FISTS,,
46696,VERBAL THREAT (ASSAULT),,
46700,OTHER (SPECIFY),,VEHICLE
46700,VEHICLE - OFFICER STRUCK WITH VEHICLE,,
46705,FIREARM - REVOLVER, 38 CAL,
46705,OTHER (SPECIFY),,SYRINGE
46705,VERBAL THREAT (ASSAULT),,
46711,HANDS/FISTS,,
46713,HANDS/FISTS,,
46713,VERBAL THREAT (ASSAULT),,
46714,OTHER (SPECIFY),,POINTED A PELLET GUN
46714,VERBAL THREAT (ASSAULT),,
46715,OTHER (SPECIFY),,POINTED A PELLET GUN
46717,OTHER (SPECIFY),,CLENCHED FIST-AGGRESSIVE APPROACH
46717,VERBAL THREAT (ASSAULT),,
46719,HANDS/FISTS,,
46721,OTHER (SPECIFY),,SWINGING MOP STICK
46722,OTHER (SPECIFY),,SWINGING MOP STICK
46725,FIREARM - SEMI-AUTOMATIC, 9 MM,
46725,"MOUTH (SPIT,BITE,ETC)",,
46733,FEET,,
46733,HANDS/FISTS,,
46733,VERBAL THREAT (ASSAULT),,
46735,HANDS/FISTS,,
46736,FEET,,
46736,HANDS/FISTS,,
46736,"MOUTH (SPIT,BITE,ETC)",,
46736,VERBAL THREAT (ASSAULT),,
46739,HANDS/FISTS,,
46739,VERBAL THREAT (ASSAULT),,
46744,HANDS/FISTS,,
46744,"MOUTH (SPIT,BITE,ETC)",,
46745,FEET,,
46745,HANDS/FISTS,,
46745,VERBAL THREAT (ASSAULT),,
46748,FEET,,
46748,HANDS/FISTS,,
46748,VERBAL THREAT (ASSAULT),,
46753,VERBAL THREAT (ASSAULT),,
46756,HANDS/FISTS,,
46757,FEET,,
46760,HANDS/FISTS,,
46761,FEET,,
46761,"MOUTH (SPIT,BITE,ETC)",,
46763,FEET,,
46765,VERBAL THREAT (ASSAULT),,
46769,OTHER (SPECIFY),,CHEST BUTTED OFFICER
46773,OTHER (SPECIFY),,PULLED DOWN STAIRS
46775,HANDS/FISTS,,
46782,HANDS/FISTS,,
46792,OTHER (SPECIFY),,ATTEMPTED TO THROW BRICK
46797,VEHICLE - OFFICER STRUCK WITH VEHICLE,,
46798,HANDS/FISTS,,
46799,HANDS/FISTS,,
46805,HANDS/FISTS,,
46805,VERBAL THREAT (ASSAULT),,
46806,FEET,,
46806,HANDS/FISTS,,
46806,VERBAL THREAT (ASSAULT),,
46807,FEET,,
46807,HANDS/FISTS,,
46807,VERBAL THREAT (ASSAULT),,
46808,HANDS/FISTS,,
46809,HANDS/FISTS,,
46813,HANDS/FISTS,,
46825,FEET,,
46827,OTHER (SPECIFY),,DRAGGED P/O IN MOVING VEHICLE
46829,FEET,,
46836,HANDS/FISTS,,
46836,VERBAL THREAT (ASSAULT),,
46841,HANDS/FISTS,,
46843,HANDS/FISTS,,
46845,HANDS/FISTS,,
46873,KNIFE/OTHER CUTTING INSTRUMENT,,
46876,FIREARM - REVOLVER,22 SHORT,
46877,HANDS/FISTS,,
46878,HANDS/FISTS,,
46880,FEET,,
46880,HANDS/FISTS,,
46880,"MOUTH (SPIT,BITE,ETC)",,
46880,VERBAL THREAT (ASSAULT),,
46881,HANDS/FISTS,,
46883,HANDS/FISTS,,
46885,HANDS/FISTS,,
46885,VERBAL THREAT (ASSAULT),,
46887,HANDS/FISTS,,
46893,KNIFE/OTHER CUTTING INSTRUMENT,,
46894,OTHER (SPECIFY),,FIREARM SEMI-AUTOMATIC
46895,KNIFE/OTHER CUTTING INSTRUMENT,,
46895,OTHER (SPECIFY),,KNIFE
46897,OTHER (SPECIFY),,SEMI AUTOMATIC FIREARM
46905,"MOUTH (SPIT,BITE,ETC)",,
46905,OTHER (SPECIFY),,ADVANCED BODY IN AGGRESIVE MANNER
46905,VERBAL THREAT (ASSAULT),,
46906,OTHER (SPECIFY),,CHARGED BODY INTO R/O
46908,FIREARM - SEMI-AUTOMATIC,25 ACP,
46908,OTHER (SPECIFY),,FIREARM
46911,FIREARM - SEMI-AUTOMATIC,25 ACP,
46911,OTHER (SPECIFY),,AUTO USED AS WEAPON
46912,VERBAL THREAT (ASSAULT),,
46919,KNIFE/OTHER CUTTING INSTRUMENT,,
46925,HANDS/FISTS,,
46929,VERBAL THREAT (ASSAULT),,
46931,HANDS/FISTS,,
46934,OTHER (SPECIFY),,CHARGING DOG
46934,VERBAL THREAT (ASSAULT),,
46935,"MOUTH (SPIT,BITE,ETC)",,
46935,OTHER (SPECIFY),,ELBOW
46940,OTHER (SPECIFY),,VEHICLE
46940,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
46944,VERBAL THREAT (ASSAULT),,
46953,HANDS/FISTS,,
46954,HANDS/FISTS,,
46956,HANDS/FISTS,,
46957,HANDS/FISTS,,
46958,HANDS/FISTS,,
46958,OTHER (SPECIFY),,RAISED FIST AND ATTEMPTED TO PUNCH P.O.
46964,HANDS/FISTS,,
46965,OTHER (SPECIFY),,THREW LIT CIGARETTE AT OFFICER
46965,VERBAL THREAT (ASSAULT),,
46975,OTHER (SPECIFY),,THREATENED TO DISARM
46975,VERBAL THREAT (ASSAULT),,
46978,HANDS/FISTS,,
46978,OTHER (SPECIFY),,VIOLENTLY SWINGING BODY
46980,HANDS/FISTS,,
46981,OTHER (SPECIFY),,THREW SAFETY CONE AT RO'S 
46987,HANDS/FISTS,,
46987,VERBAL THREAT (ASSAULT),,
46989,HANDS/FISTS,,
46989,VERBAL THREAT (ASSAULT),,
46992,FEET,,
46992,"MOUTH (SPIT,BITE,ETC)",,
46993,FEET,,
46993,"MOUTH (SPIT,BITE,ETC)",,
46997,HANDS/FISTS,,
47002,FEET,,
47009,FEET,,
47009,VERBAL THREAT (ASSAULT),,
47013,HANDS/FISTS,,
47018,OTHER (SPECIFY),,SWUNG CLOSED FIST TOWARDS P.O LAGUNAS
47019,HANDS/FISTS,,
47023,FEET,,
47024,HANDS/FISTS,,
47026,FEET,,
47027,FEET,,
47032,HANDS/FISTS,,
47033,HANDS/FISTS,,
47047,OTHER (SPECIFY),,STATED I HAVE A GUN
47047,VERBAL THREAT (ASSAULT),,
47054,FEET,,
47054,HANDS/FISTS,,
47059,VERBAL THREAT (ASSAULT),,
47061,HANDS/FISTS,,
47062,HANDS/FISTS,,
47062,OTHER (SPECIFY),,RUSHED PO WITH CLOSED FISTS
47062,VERBAL THREAT (ASSAULT),,
47063,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
47064,HANDS/FISTS,,
47064,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
47065,FIREARM - SHOTGUN,12 GA,
47067,FIREARM - SHOTGUN,12 GA,
47071,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
47073,FIREARM - SEMI-AUTOMATIC,UNKNOWN,
47074,FIREARM - SEMI-AUTOMATIC,380 ACP,
47075,FIREARM - SEMI-AUTOMATIC,UNKNOWN,
47076,FIREARM - SEMI-AUTOMATIC,380 ACP,
47077,HANDS/FISTS,,
47083,BLUNT INSTRUMENT,,
47083,HANDS/FISTS,,
47083,VERBAL THREAT (ASSAULT),,
47084,HANDS/FISTS,,
47084,VERBAL THREAT (ASSAULT),,
47087,HANDS/FISTS,,
47087,VERBAL THREAT (ASSAULT),,
47088,HANDS/FISTS,,
47091,FIREARM - REVOLVER,22 SHORT,
47097,OTHER (SPECIFY),,USED OFFICER'S CAR DOOR
47104,VERBAL THREAT (ASSAULT),,
47107,HANDS/FISTS,,
47111,OTHER (SPECIFY),,DISOBEY VERBAL DIRECTION
47114,OTHER (SPECIFY),,ACTIVE RESISTOR
47115,HANDS/FISTS,,
47116,HANDS/FISTS,,
47116,VERBAL THREAT (ASSAULT),,
47119,HANDS/FISTS,,
47120,FEET,,
47120,VERBAL THREAT (ASSAULT),,
47121,HANDS/FISTS,,
47123,FEET,,
47123,HANDS/FISTS,,
47123,VERBAL THREAT (ASSAULT),,
47125,VEHICLE - OFFICER STRUCK WITH VEHICLE,,
47127,VEHICLE - OFFICER STRUCK WITH VEHICLE,,
47129,FEET,,
47129,HANDS/FISTS,,
47130,FEET,,
47130,HANDS/FISTS,,
47131,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
47135,HANDS/FISTS,,
47139,HANDS/FISTS,,
47143,"MOUTH (SPIT,BITE,ETC)",,
47146,OTHER (SPECIFY),OTHER,REPLICA
47147,OTHER (SPECIFY),OTHER,REPLICA WEAPON
47150,HANDS/FISTS,,
47157,HANDS/FISTS,,
47157,OTHER (SPECIFY),,THREATEN TO SPIT ON US
47157,VERBAL THREAT (ASSAULT),,
47158,FEET,,
47159,OTHER (SPECIFY),,CLINCHED FISTS
47159,VERBAL THREAT (ASSAULT),,
47161,FEET,,
47161,"MOUTH (SPIT,BITE,ETC)",,
47172,HANDS/FISTS,,
47172,VERBAL THREAT (ASSAULT),,
47175,"MOUTH (SPIT,BITE,ETC)",,
47175,VERBAL THREAT (ASSAULT),,
47176,"MOUTH (SPIT,BITE,ETC)",,
47178,"MOUTH (SPIT,BITE,ETC)",,
47180,HANDS/FISTS,,
47180,VERBAL THREAT (ASSAULT),,
47181,HANDS/FISTS,,
47183,FIREARM - SEMI-AUTOMATIC, 9 MM,
47183,OTHER (SPECIFY),,HANDGUN
47185,FIREARM - SEMI-AUTOMATIC, 9 MM,
47191,OTHER (SPECIFY),,USE DOOR AS WEAPON
47203,HANDS/FISTS,,
47203,VERBAL THREAT (ASSAULT),,
47206,HANDS/FISTS,,
47207,HANDS/FISTS,,
47208,VERBAL THREAT (ASSAULT),,
47209,HANDS/FISTS,,
47209,VERBAL THREAT (ASSAULT),,
47211,HANDS/FISTS,,
47211,VERBAL THREAT (ASSAULT),,
47217,HANDS/FISTS,,
47225,VERBAL THREAT (ASSAULT),,
47229,HANDS/FISTS,,
47229,VERBAL THREAT (ASSAULT),,
47231,OTHER (SPECIFY),,HAMMER
